,TP9,AF7,AF8,TP10,Right AUX,timestamps
205,-408.691406,36.132812,26.855469,6.835938,-123.535156,0.797762
206,-5.859375,8.300781,0.488281,4.882812,-1.464844,0.801668
207,371.582031,-5.371094,-14.160156,-34.179688,-66.406250,0.805574
208,249.511719,21.972656,17.578125,-44.921875,-212.402344,0.809480
209,-214.843750,54.199219,57.128906,-10.742188,-282.226562,0.813387
210,-415.039062,46.386719,42.968750,16.601562,-140.625000,0.817293
211,-66.406250,19.042969,2.929688,10.253906,8.300781,0.821199
212,347.656250,-1.464844,-24.902344,-44.921875,-33.691406,0.825105
213,297.363281,17.089844,3.906250,-60.546875,-194.335938,0.829012
214,-150.878906,60.058594,63.964844,-12.207031,-285.156250,0.832918
215,-416.992188,46.386719,45.410156,8.789062,-197.265625,0.836824
216,-132.812500,-0.488281,-11.230469,-8.300781,-32.226562,0.833163
217,322.753906,-6.835938,-22.460938,-38.085938,-34.667969,0.837069
218,324.707031,20.019531,0.000000,-60.546875,-175.292969,0.840976
219,-113.281250,52.734375,43.457031,-33.203125,-263.183594,0.844882
220,-406.250000,53.710938,48.339844,8.789062,-191.894531,0.848788
221,-172.363281,28.320312,15.625000,17.089844,-42.968750,0.852694
222,291.992188,8.789062,-11.718750,-22.460938,-58.593750,0.856601
223,351.074219,17.578125,-5.371094,-62.988281,-198.242188,0.860507
224,-48.339844,65.429688,50.292969,-30.761719,-300.292969,0.864413
225,-395.996094,73.730469,50.292969,-1.464844,-262.695312,0.868319
226,-237.792969,22.949219,-15.136719,-17.089844,-69.824219,0.872226
227,245.605469,4.394531,-31.250000,-41.992188,17.578125,0.876132
228,358.398438,18.066406,-5.371094,-76.660156,-108.398438,0.893230
229,-22.949219,54.199219,32.226562,-67.871094,-258.789062,0.897137
230,-414.062500,69.335938,41.992188,-41.992188,-203.613281,0.901043
231,-313.964844,46.875000,14.648438,-36.132812,-32.226562,0.904949
232,167.968750,24.414062,-14.648438,-55.664062,12.207031,0.908855
233,356.933594,27.832031,-7.812500,-85.937500,-118.652344,0.912762
234,26.367188,71.289062,50.292969,-79.101562,-278.808594,0.916668
235,-409.179688,86.914062,69.335938,-55.664062,-233.398438,0.920574
236,-395.507812,47.363281,20.996094,-61.035156,-63.964844,0.924480
237,69.824219,27.343750,-8.789062,-77.636719,-20.019531,0.928387
238,315.917969,38.085938,0.976562,-118.652344,-114.257812,0.932293
239,33.691406,63.964844,44.921875,-124.023438,-233.886719,0.936199
240,-421.386719,81.054688,69.824219,-87.402344,-232.910156,0.933613
241,-443.847656,64.941406,53.710938,-61.523438,-96.191406,0.937519
242,5.859375,34.667969,16.601562,-75.683594,-26.855469,0.941426
243,304.687500,29.785156,-0.488281,-117.675781,-119.628906,0.945332
244,90.820312,72.753906,48.339844,-115.234375,-265.625000,0.949238
245,-383.789062,100.097656,87.402344,-81.054688,-267.089844,0.953144
246,-480.957031,71.289062,58.593750,-64.941406,-114.746094,0.957051
247,-64.453125,34.179688,12.695312,-81.542969,-2.441406,0.960957
248,276.855469,26.367188,0.488281,-122.070312,-98.144531,0.964863
249,141.113281,65.429688,49.316406,-109.863281,-275.878906,0.968769
250,-329.101562,91.308594,92.773438,-68.359375,-298.339844,0.972676
251,-514.160156,57.617188,55.175781,-73.242188,-167.968750,0.976582
252,-133.300781,25.390625,11.718750,-79.101562,-6.835938,0.972863
253,273.925781,17.089844,8.300781,-100.585938,-53.222656,0.976769
254,195.312500,53.710938,55.175781,-94.726562,-250.488281,0.980675
255,-286.132812,84.960938,87.402344,-74.707031,-320.312500,0.984581
256,-515.136719,65.917969,62.500000,-65.429688,-177.246094,0.988488
257,-166.503906,41.992188,38.085938,-42.968750,-26.367188,0.992394
258,253.417969,17.578125,8.300781,-89.355469,-65.917969,0.996300
259,212.402344,27.832031,21.972656,-123.535156,-234.375000,1.000206
260,-214.843750,78.613281,86.914062,-74.707031,-370.605469,1.004113
261,-501.464844,64.941406,69.824219,-59.570312,-241.699219,1.008019
262,-253.417969,17.578125,11.230469,-68.847656,-40.039062,1.011925
263,216.796875,1.953125,-6.347656,-90.332031,-43.457031,1.015831
264,261.718750,29.296875,20.996094,-104.980469,-208.984375,1.033014
265,-169.433594,68.847656,67.382812,-82.519531,-307.128906,1.036920
266,-494.140625,60.546875,61.523438,-60.058594,-198.242188,1.040826
267,-273.437500,29.785156,18.554688,-43.945312,-42.968750,1.044732
268,217.773438,16.113281,0.976562,-59.570312,-29.785156,1.048639
269,314.941406,29.785156,26.367188,-85.449219,-183.593750,1.052545
270,-89.355469,63.964844,70.800781,-69.335938,-336.425781,1.056451
271,-459.960938,67.382812,72.753906,-43.945312,-277.343750,1.060357
272,-332.031250,22.460938,17.578125,-52.734375,-79.101562,1.064264
273,170.410156,2.441406,-10.253906,-63.476562,9.765625,1.068170
274,336.425781,15.625000,6.835938,-87.890625,-90.820312,1.072076
275,-39.550781,44.433594,48.339844,-85.449219,-245.605469,1.075982
276,-442.871094,57.128906,65.917969,-47.363281,-216.308594,1.073395
277,-354.003906,36.621094,42.968750,-26.855469,-45.410156,1.077301
278,124.023438,4.394531,17.089844,-52.246094,39.550781,1.081207
279,334.472656,10.253906,19.042969,-87.402344,-93.261719,1.085113
280,27.832031,46.875000,55.175781,-75.683594,-294.921875,1.089020
281,-396.484375,59.082031,77.148438,-26.855469,-277.343750,1.092926
282,-367.187500,38.085938,47.363281,-1.464844,-107.910156,1.096832
283,81.542969,9.765625,7.812500,-29.785156,0.488281,1.100738
284,332.519531,1.953125,2.441406,-84.472656,-79.101562,1.104645
285,103.027344,44.433594,60.058594,-63.476562,-239.746094,1.108551
286,-342.773438,72.753906,97.167969,-12.207031,-242.675781,1.112457
287,-423.828125,33.691406,47.363281,-16.601562,-78.125000,1.116363
288,1.953125,-4.394531,-2.929688,-42.968750,48.828125,1.113285
289,336.914062,0.488281,-4.394531,-69.824219,-44.433594,1.117191
290,149.902344,38.085938,40.527344,-60.058594,-288.574219,1.121097
291,-332.519531,54.687500,65.917969,-44.921875,-302.734375,1.125004
292,-446.777344,39.062500,49.316406,-18.066406,-118.652344,1.128910
293,-26.367188,20.507812,22.949219,-4.882812,11.230469,1.132816
294,329.589844,0.488281,-0.976562,-54.687500,-29.785156,1.136722
295,201.171875,19.531250,32.226562,-63.476562,-201.171875,1.140629
296,-251.464844,59.570312,80.566406,-19.042969,-295.898438,1.144535
297,-454.101562,41.503906,44.433594,-18.554688,-160.644531,1.148441
298,-107.421875,4.882812,-4.882812,-35.644531,8.789062,1.152347
299,304.687500,-1.464844,-10.253906,-68.359375,-38.574219,1.156254
300,242.675781,29.296875,29.296875,-73.242188,-236.328125,1.173024
301,-225.097656,56.640625,62.988281,-47.363281,-321.777344,1.176931
302,-464.355469,43.945312,45.898438,-33.203125,-173.828125,1.180837
303,-152.832031,16.113281,11.230469,-21.484375,15.625000,1.184743
304,282.714844,1.953125,-8.300781,-46.875000,-12.695312,1.188649
305,281.250000,23.925781,22.460938,-62.988281,-203.613281,1.192556
306,-146.484375,60.058594,78.125000,-21.972656,-353.515625,1.196462
307,-441.406250,49.804688,65.917969,-7.812500,-273.437500,1.200368
308,-212.890625,14.160156,14.160156,-22.460938,-74.218750,1.204274
309,262.207031,-4.882812,-7.812500,-50.292969,-51.757812,1.208181
310,331.054688,10.253906,12.695312,-71.289062,-215.332031,1.212087
311,-97.656250,42.480469,52.246094,-51.269531,-353.027344,1.215993
312,-440.429688,45.410156,54.199219,-25.390625,-272.460938,1.213900
313,-245.117188,25.878906,20.019531,-12.695312,-90.332031,1.217806
314,241.699219,10.253906,-3.417969,-34.667969,-67.871094,1.221713
315,357.910156,18.554688,12.207031,-64.941406,-233.398438,1.225619
316,-29.785156,50.781250,47.363281,-50.781250,-317.382812,1.229525
317,-401.855469,63.476562,54.687500,-16.113281,-218.750000,1.233431
318,-287.109375,41.503906,25.390625,-9.277344,-86.425781,1.237338
319,186.523438,14.648438,-6.347656,-41.503906,-53.222656,1.241244
320,358.398438,14.160156,-6.347656,-85.937500,-164.550781,1.245150
321,31.738281,59.082031,49.804688,-61.523438,-305.175781,1.249056
322,-378.417969,73.242188,71.289062,-18.066406,-278.808594,1.252963
323,-345.214844,33.691406,19.042969,-24.414062,-98.632812,1.256869
324,135.253906,8.300781,-12.207031,-46.386719,-3.906250,1.253460
325,381.347656,19.531250,-5.859375,-74.707031,-103.515625,1.257366
326,87.890625,54.199219,34.667969,-66.406250,-262.695312,1.261273
327,-351.562500,66.894531,55.664062,-32.714844,-229.003906,1.265179
328,-337.402344,54.199219,34.179688,5.859375,-59.082031,1.269085
329,117.187500,24.414062,-2.929688,-7.812500,10.253906,1.272991
330,395.019531,15.625000,-13.671875,-56.640625,-73.730469,1.276898
331,175.781250,50.781250,27.343750,-46.386719,-224.121094,1.280804
332,-278.320312,78.125000,68.359375,4.394531,-245.605469,1.284710
333,-373.535156,47.363281,29.296875,9.277344,-91.796875,1.288616
334,40.039062,5.859375,-21.484375,-13.671875,47.851562,1.292523
335,390.136719,5.859375,-17.089844,-29.785156,-39.550781,1.296429
336,217.773438,35.644531,18.066406,-30.273438,-188.964844,1.313308
337,-267.578125,64.453125,44.433594,-8.789062,-200.195312,1.317214
338,-397.460938,59.570312,24.414062,21.972656,-77.636719,1.321120
339,0.488281,26.367188,-7.812500,18.066406,21.972656,1.325027
340,354.003906,11.230469,-21.484375,-38.085938,-71.289062,1.328933
341,244.140625,41.503906,13.183594,-42.968750,-223.144531,1.332839
342,-203.613281,75.683594,59.082031,3.906250,-259.765625,1.336745
343,-426.757812,52.734375,30.761719,8.300781,-131.835938,1.340652
344,-102.539062,15.136719,-14.160156,-8.789062,35.644531,1.344558
345,317.871094,6.835938,-20.507812,-46.386719,-42.480469,1.348464
346,264.648438,21.972656,4.882812,-67.871094,-233.886719,1.352370
347,-183.593750,51.269531,43.457031,-31.250000,-259.277344,1.356277
348,-436.035156,50.292969,32.226562,-9.765625,-119.628906,1.353396
349,-145.507812,26.855469,-2.441406,-7.324219,0.488281,1.357302
350,295.898438,5.371094,-23.925781,-49.316406,-27.832031,1.361208
351,309.082031,22.460938,-0.976562,-82.031250,-202.636719,1.365115
352,-126.953125,55.664062,37.597656,-54.199219,-332.519531,1.369021
353,-440.429688,55.664062,40.527344,-15.625000,-206.054688,1.372927
354,-209.472656,31.250000,8.789062,-9.765625,-43.457031,1.376833
355,262.207031,2.929688,-22.460938,-41.015625,-28.320312,1.380740
356,345.703125,10.742188,-5.371094,-55.175781,-175.292969,1.384646
357,-38.574219,61.523438,49.804688,-14.648438,-327.148438,1.388552
358,-393.066406,71.777344,53.222656,12.695312,-218.750000,1.392458
359,-247.070312,29.785156,-0.976562,2.441406,-23.925781,1.396365
